id	name	wpn1	wpn2	wpn3	wpn4	wpn5	wpn6	wpn7	armor1	armor2	armor3	armor4	rt	reclimit	basecost	gmon	gcom	rcost	size	ressize	hp	prot	mr	mor	str	att	def	prec	enc	mapmove	ap	ambidextrous	mounted	reinvigoration	leader	undeadleader	magicleader	startage	maxage	hand	head	body	foot	misc	pathcost	startdom	inn	F	A	W	E	S	D	N	B	H	rand1	nbr1	link1	mask1	rand2	nbr2	link2	mask2	rand3	nbr3	link3	mask3	rand4	nbr4	link4	mask4	holy	inquisitor	mind	inanimate	undead	demon	magicbeing	stonebeing	animal	coldblood	female	forestsurvival	mountainsurvival	wastesurvival	swampsurvival	cavesurvival	aquatic	amphibian	pooramphibian	float	flying	stormimmune	teleport	immobile	noriverpass	sailingshipsize	sailingmaxunitsize	stealthy	illusion	spy	assassin	patience	seduce	succubus	corrupt	heal	immortal	reinc	noheal	neednoteat	homesick	undisciplined	formationfighter	slave	standard	inspirational	taskmaster	beastmaster	bodyguard	waterbreathing	iceprot	invulnerable	slashres	bluntres	pierceres	shockres	fireres	coldres	poisonres	voidsanity	darkvision	blind	animalawe	awe	halt	fear	berserk	cold	heat	fireshield	banefireshield	damagerev	poisoncloud	diseasecloud	slimer	mindslime	disbel	reform	regeneration	reanimator	barbs	petrify	eyeloss	ethereal	ethtrue	deathcurse	trample	trampswallow	stormpower	firepower	coldpower	darkpower	chaospower	magicpower	winterpower	springpower	summerpower	fallpower	forgebonus	fixforgebonus	mastersmith	resources	autohealer	autodishealer	alch	nobadevents	event	insane	shatteredsoul	leper	taxcollector	gem	gemprod	chaosrec	pillagebonus	patrolbonus	castledef	siegebonus	incprovdef	supplybonus	incunrest	popkill	researchbonus	drainimmune	inspiringres	douse	sacr	ivylord	crossbreeder	makepearls	pathboost	allrange	voidsum	heretic	elegist	shapechange	firstshape	secondshape	secondtmpshape	landshape	watershape	forestshape	plainshape	unique	fixedname	special	nametype	type	typeclass	from	summon	n_summon	autosum	n_autosum	batstartsum1	batstartsum2	domsummon	n_domsummon	bloodvengeance	bringeroffortune	realm1	realm2	realm3	batstartsum3	batstartsum4	batstartsum5	batstartsum1d6	batstartsum2d6	batstartsum3d6	batstartsum4d6	batstartsum5d6	batstartsum6d6	turmoilsummon	coldsummon	scalewalls	baseleadership	explodeondeath	startaff	uwregen	shrinkhp	growhp	transformation	startingaff	fixedresearch	divineins	lamiabonus	preanimator	dreanimator	mummify	onebattlespell	fireattuned	airattuned	waterattuned	earthattuned	astralattuned	deathattuned	natureattuned	bloodattuned	magicboostF	magicboostA	magicboostW	magicboostE	magicboostS	magicboostD	magicboostN	magicboostALL	eyes	heatrec	coldrec	spreadchaos	spreaddeath	corpseeater	poisonskin	bug	uwbug	spreadorder	spreadgrowth	startitem	spreaddom	reform	battlesum5	acidsplash	drake	prophetshape	horror	enchrebate50	heroarrivallimit	sailsize	uwdamage	landdamage	test
2402	Aphroi	651							190	25			1		10050	65	140	1	3	2	24	4	14	13	14	11	14	12	3	3	28				80	0	0	47	90	2	1	1	0	2																													1																	1																		1																																													1																																																												2401							u	Unit	Recruitment																										80																																																							
2403	Spider Clan Witch Doctor	7											1		10010	10	75	1	2	2	11	0	13	10	10	10	10	10	2	2	13				10	0	0	45	50	2	1	1	1	2				1					1	1																														1																																															5																																																																-4																								126	c	Mage	Recruitment																										10																																																							
2404	Ichtysatyr	643											1		10009	9	40	1	2	2	12	2	13	8	11	10	12	10	3	2	24				40	0	0	37	90	2	1	1	0	2																																														1										40								1						1																																																																																																		2405								u	Unit	Recruitment																										40																																																							
2405	Ichtysatyr	643							44				1		10009	9	40	1	2	2	12	2	13	8	11	10	12	10	3	2	14				40	0	0	37	90	2	1	1	1	2																																															1																	1						1																																																																																																			2404							u	Unit	Recruitment																										40																																																							
2406	Ichtysatyr	643							25				1		10009	9	40	1	2	2	12	2	13	9	11	10	12	10	3	2	24				40	0	0	37	90	2	1	1	0	2																																														1										40								1						1																																																																																																		2407								u	Unit	Recruitment																										40																																																							
2407	Ichtysatyr	643							25				1		10009	9	35	1	2	2	12	2	13	9	11	10	12	10	3	2	14				40	0	0	37	90	2	1	1	1	2																																															1									40								1						1																																																																																																			2406							u	Unit	Recruitment																										40																																																							
2408	Ichtysatyr Soldier	643							114	25			1		10010	10	40	1	2	2	12	2	13	9	11	10	12	10	3	2	24				40	0	0	37	90	2	1	1	0	2																																														1																		1																																																																																																								2409								u	Unit	Recruitment																										40																																																							
2409	Ichtysatyr Soldier	643							114	25			1		10010	10	40	1	2	2	12	2	13	9	11	10	12	10	3	2	14				40	0	0	37	90	2	1	1	1	2																																															1																	1																																																																																																									2408							u	Unit	Recruitment																										40																																																							
2410	Ichtycentaur Commander	389							139	135	25		1		10030	30	90	1	3	2	20	4	13	12	13	10	14	12	3	3	26				80	0	0	47	90	2	1	1	0	2																																														1																		1																																																																																																								2411								c	Commander	Recruitment																										80																																																							
2411	Ichtycentaur Commander	389							139	135	25		1		10030	30	90	1	3	2	20	4	13	11	13	10	13	12	3	3	28				80	0	0	47	90	2	1	1	0	2																																														1																		1																																																																																																									2410							c	Commander	Recruitment																										80																																																							
2412	Ichtytaur	643							151				1		10040	40	70	1	3	2	30	4	13	12	17	9	9	9	3	2	22				40	0	0	37	90	2	1	1	0	2																																														1																		1																															2																																																																									2413								u	Unit	Recruitment																										40																																																							
2413	Ichtytaur	643							151				1		10040	40	70	1	3	2	25	4	11	13	16	8	8	8	3	2	15				40	0	0	37	90	2	1	1	0	2																																														1																		1																															2																				1																																																						2412							u	Unit	Recruitment																										40																																																							
2414	Ichtytaur Warrior	643							100				1		10050	50	80	1	3	2	30	4	13	12	17	9	9	9	3	2	22				40	0	0	37	90	2	1	1	0	2																																														1																		1																															2																																																																									2415								u	Unit	Recruitment																										40																																																							
2415	Ichtytaur Warrior	643							100				1		10040	50	80	1	3	2	25	4	11	13	16	8	8	8	3	2	15				40	0	0	37	90	2	1	1	0	2																																														1																		1																															2																				1																																																						2414							u	Unit	Recruitment																										40																																																							
2416	Coral Clan Hoplite	580							101	123	25		1		10013	13	40	1	2	2	16	1	12	12	12	12	11	10	3	1	20				40	0	0	22	50	2	1	1	0	2																																													1																										1																																																																																																									u	Unit	Recruitment																										40																																																							
2417	Merman Priest	92											1		10010			1	2	2	10	1	14	8	10	8	8	9	3	1	20				10	0	0	22	50	2	1	1	0	2																													1																	1																																																																																																																										1697								c	Priest	Recruitment																										10																																																							
2418	Merman Priest	92											1		10010			1	2	2	10	1	14	8	10	8	7	9	3	2	9				10	0	0	22	50	2	1	1	1	2																													1																		1																																																																																																																										1696							c	Priest	Recruitment																										10																																																							
2419	Mermage	7											1		10010			1	2	2	10	1	15	11	10	8	8	9	3	1	20				10	0	0	22	50	2	1	1	0	2						1							100	1	1	9984																														1																																																																																																																										1416								c	Mage	Recruitment																										10																																																							
2420	Mermage	7											1		10010			1	2	2	10	1	15	10	10	8	7	9	3	2	9				10	0	0	22	50	2	1	1	1	2						1							100	1	1	9984																															1																																																																																																																										1415							c	Mage	Recruitment																										10																																																							
2421	Amber Clan Noble	389							84	85	86		1		10020	20	80	1	2	2	17	1	12	13	13	12	12	10	3	1	22				80	0	0	27	50	2	1	1	0	2																																													1																																																																																																																																			c	Commander	Recruitment																										80																																																							
2422	Pearl Clan Priest	45											1		10010	13	80	1	2	2	12	1	14	9	12	9	8	10	3	1	20				40	0	0	44	50	2	1	1	0	2												2																	1																1																																																																																																																																			c	Priest	Recruitment																										40																																																							
2423	Pearl Mage	7											1		10010	10	185	1	2	2	12	1	16	9	12	9	8	10	3	1	20				10	0	0	45	50	2	1	1	0	2						2		1					100	1	1	11008																													1																																																																																																																	3																		c	Mage	Recruitment																										10																																																							
2424	Berytian Sage	13							158				1		10010	10		1	2	2	10	0	13	9	10	8	8	11	4	2	12				10	0	0	29	50	2	1	1	1	2							1						100	1	1	768																																						999	2																																																																																																2																								107	c	Mage	Recruitment																										10																																																							
2425	Bard	8							5				1		10010	10	75	1	2	2	10	0	12	10	10	10	10	11	3	2	12				10	0	0	29	50	2	1	1	1	2										1																														1																50		1																																																																																																																						c	Scout	Recruitment																										10																																																							
2426	Bouda Father	13											1		10010	50	50	1	2	2	13	0	18	30	11	11	11	11	2	2	13				80	0	0	198	500	2	1	1	1	2	20	1		1			1		1																																	1																																																																																						1																					2															2427											126	g	Pretender																											80																																																							
2427	Werehyena	595	20										1		10010	10	40	1	2	2	18	5	18	30	14	13	11	9	2	2	13				40	0	0	55	100	2	1	1	1	2	20	1		1			1		1																												1					1														40																																																																																													2															2426											126	g	Pretender																											40																																																							
2428	Goetic Captain	10							9	20			2		10030	30	65	1	2	2	11	0	11	12	10	11	11	10	3	2	12				60	10	0	22	50	2	1	1	1	2													20	1	1	16384																																						999	4																																																																																																																									c	Commander	Recruitment																										40																																																							
2429	Bride of the Gods	473							148				2		0	0	0	1	3	3	18	1	17	12	13	10	10	12	2	3	14				80	0	0	19	150	2	1	1	1	2				3			1		3		3	2																	1										1																																																																																																																																						Dis Mater		125	c	Hero	Event																										80																																																			10				
2430	King of the City	231	584	331					165	148	166		2		0	0	0	1	6	6	69	5	18	15	24	15	14	12	2	3	18				160	0	0	770	750	2	1	1	1	2				3	2						3	3																	1													1																										1																	8									5																																																						-20	8	80				3	1																		Ba'al Hammon		140	c	Hero	Event																										160																																																			15				
2431	Titan of the Underworld	581							191				1		10000	50	50	1	6	6	90	3	18	30	24	12	12	12	2	3	16				120	120	120	631	1000	2	1	1	1	2	60	3					1		2																																															100			1	3																													100																																																																																						109	g	Pretender												3															120																																																							
2432	Entu of the Moon	7							44				1		0	0	0	1	3	3	19	2	16	9	14	10	10	10	3	2	14				40	0	0	60	50	2	1	1	1	2						1	1	3				3																	1										1																																			2																																																																																									3										EnHedu'anna		152	c	Hero	Event																										40																																																							
2433	Favored of Enki	7							44				1		0	0	0	1	3	3	22	2	18	8	14	9	8	10	4	2	12				10	0	0	1650	1000	2	1	1	1	2										3		2																	1																																				1									-1																																																																																																						c	Hero	Event																										10																																																							
2434	Teteo Inan	29	65	65	582				113				1		10000	50	50	1	6	6	88	3	18	30	20	13	13	13	2	3	16				120	80	0	598	1000	2	0	1	1	2	60	3					1			1	1																												1																																																							10																																																												2																						g	Pretender												6							403								120																															4																								
2435	Annunaki of Love and War	583	92						148				1		10000	50	50	1	5	5	75	3	18	30	20	14	12	13	2	3	16				120	0	0	598	1000	2	1	1	0	2	60	3			1		1			1																													1										1																																											3																																																																																			120	g	Pretender							2133					5															120																																																							
2436	Annunaki of the Moon	238							148				1		10000	50	50	1	6	6	90	3	18	30	24	12	12	12	2	3	16				160	0	0	598	1000	2	1	1	1	2	60	3			1			2																																									1																																			15																																																		50																																									111	g	Pretender												5															160																																																							
2437	Annunaki of Growth and Rebirth	92											1		10000	50	50	1	6	6	90	3	18	30	24	12	12	12	2	3	16				160	0	0	598	1000	2	1	1	1	2	60	3					1			2																																																																																																																		25																								50																										Vineshield	111	g	Pretender												5						2228	2227								160																																																							
2438	Annunaki of the Underworld	92							148				1		10000	50	50	1	5	5	75	5	18	30	20	14	12	13	0	3	16				120	160	0	598	1000	2	1	1	1	2	60	3							3																								1						1																																												1			15	25							10																																																																																	120	g	Pretender												5							442								120												4																																											
2439	Logrian Wise Man	7							15	118			1		10010	10	95	1	2	2	12	0	13	11	11	9	9	10	3	2	12				10	0	0	29	50	2	1	1	1	2							1						100	1	1	9600																																																																																																																																							-4																									c	Mage	Recruitment																										10																																																							
2440	Sea Dragon	20	532										1		140	30	30	1	6	6	150	22	18	30	28	15	12	12	2	2	14				80	0	0	519	1000	0	1	0	0	2	80	2				2																																							1																																										15		50					10																					1																																																	2441												g	Pretender												9															80																									2					-2																									
2441	Great Seer of the Deeps	7											1		140	30	30	1	2	2	10	0	18	30	10	10	10	12	3	2	8				80	0	0	519	1000	2	1	1	1	2	80	2				2																																								1																																									15		50																																																																											2440												g	Pretender																											80																																																							
2442	Teotl of War	585							148				1		10000	50	50	1	5	5	82	3	18	30	22	15	15	15	2	3	16				160	0	0	631	1000	2	1	1	1	2	60	3		1						1	1																																																																3										15																																																																					1																						g	Pretender												6						859									160																																																							
2443	Teotl of the Sky	288							148				1		10000	50	50	1	5	5	82	3	18	30	22	13	13	15	2	3	16				160	0	0	631	1000	2	1	1	1	2	60	3		1	1					1																																																																										15																																																																																												g	Pretender							513					6															160																																																							
2444	Teotl of the Underworld	29							148				1		10000	50	50	1	5	5	82	3	18	30	22	12	12	12	0	3	16				120	160	0	598	1000	2	1	1	1	2	60	3						1	2																								1														1																																				1			15	25																																															25																																										g	Pretender												6										196					120												4																																											
2445	Neter of the Underworld	347	172						148				1		10000	50	50	1	6	6	95	3	18	30	24	12	12	12	0	3	16				120	160	0	598	1000	2	1	1	1	2	60	3							3																								1									1																																												15	25																																																																																									g	Pretender							1980					7															120												4																																											
2446	Neter of Kings	238											1		10000	50	50	1	6	6	95	3	18	30	24	12	12	12	2	3	16				160	0	0	631	1000	2	1	1	1	2	60	3		1		1		1																																		1																																											15																																																																																										113	g	Pretender												7															160																																																							
2447	Idol of Men												1		10000	20	20	1	6	6	120	20	18	30	15	5	0	10	0	0	2				160	0	0	1145	2400	0	0	0	0	2	40	4	1	1	1					1																						1														1						1																1														1	1				25																																																																																									g	Pretender												1															160																															3																								
2448	Idol of Beasts												1		10000	20	20	1	6	6	120	20	18	30	15	5	0	10	0	0	2				120	0	40	1145	2400	0	0	0	0	2	40	4	1		1					2																						1														1						1																1														1	1				25																																																																																									g	Pretender						1309						1															120																															8																								
2449	Idol of Sorcery												1		10000	20	20	1	6	6	120	20	18	30	15	5	0	10	0	0	2				80	0	80	1145	2400	0	0	0	0	2	40	4	1					2	1																							1														1						1																1														1	1				25																																																																																									g	Pretender												1															80																																																							
2450	Horned One	587	634	391									1		9980	125	125	1	6	6	95	8	18	30	26	14	13	13	2	3	16				120	0	0	598	1000	2	1	1	1	2	60	3								3																														1																40																				3															3				5																																																																																137	g	Pretender												2						549	284	2228							120																																																							
2451	Longdead	28							31	168	20		1		0	0	0	1	2	2	5	0	9	50	10	11	9	10	0	3	11				40	10	0	187	500	2	1	1	1	2																																1	1														1																				1	1															1			15	25																																																																																									u	Unit	Battle Summon																										40																																																							
2452	Heavy Axeman	17							13	20	2		1		10010	10	40	1	2	2	11	0	10	10	11	10	10	10	3	1	12				40	0	0	22	50	2	1	1	1	2																																																																																																																																																																																u	Unit	Recruitment																										40																																																							
2453	Light Archer	9	23						5	120			1		10010	10	40	1	2	2	10	0	10	8	10	8	8	11	3	2	12				40	0	0	22	50	2	1	1	1	2																																																																																																																																																																																u	Unit	Recruitment																										40																																																							
2454	Crossbowman	9	25						6	20			1		10010	10	40	1	2	2	10	0	10	8	10	8	8	11	3	2	12				40	0	0	22	50	2	1	1	1	2																																																																																																																																																																																u	Unit	Recruitment																										40																																																							
2455	Longbowman	6	24						6	20			1		10012	12	40	1	2	2	10	0	10	10	11	10	10	12	3	2	12				40	0	0	22	50	2	1	1	1	2																																																																																																																																																																																u	Unit	Recruitment																										40																																																							
2456	Ktonian Reanimator	92											1		10010	10	135	1	2	2	10	0	15	11	9	9	9	8	3	1	10				40	40	0	45	50	2	1	1	1	2							1		2																																																																																50																																									10																																													104	c	Mage	Recruitment					197																					40																																																							
2457	Bodhisattva of Mercy	92	459										1		10000	50	50	1	3	3	33	0	18	30	13	13	13	15	1	5	30				120	0	0	346	500	2	1	1	1	2	80	2			2			1																											1				1										1								1																											15								5													25																										1																		-10																										122	g	Pretender												4															120																																																							
2458	Dragon Girl	92							159				2		0	0	0	1	2	2	13	10	18	15	10	12	12	12	2	2	12				0	0	0	783	1000	2	1	1	1	1					2	3	1																						1									1								1			1																																			5	5		15		50																																																																											2459											134	c	Hero	Event																										0																																										Pearl of Light													
2459	Dragon Girl	147	65	29									2		0	0	0	1	5	5	47	13	18	15	17	13	12	12	2	4	14				0	0	0	783	1000	0	1	0	0	1					2	3	1																						1									1								1			1	1																																		5	5		15		50																																																																											2458											134	c	Hero	Event																										0																																																							
2460	Statue of Fertility												1		10000	20	20	1	5	5	100	25	18	30	15	5	0	10	0	0	2				160	0	0	997	2000	0	0	0	0	2	40	4	1				1			2																						1				1			1							1						1																1													1		1				25			1																																																																																						g	Pretender												3															160																																																							
2461	Statue of the Bloody Mother												1		10000	40	40	1	6	6	200	25	18	30	15	5	0	5	0	0	2				120	0	0	1112	2400	0	0	0	0	1	40	4	1							1	2																					1				1			1							1						1																1													1		1				25			1																																																																2																						g	Pretender												6															120																																																							
2462	Golden Idol												1		10000	40	40	1	4	4	50	25	18	30	15	5	0	5	0	0	2				120	0	0	818	1600	0	0	0	0	1	40	4	1				2				1																					1														1						1																1													1	1	1	15	15	15	25			1																																																																																					149	g	Pretender												5															120																																																							
2463	Statue of War												1		10000	20	20	1	6	6	120	25	18	30	15	5	0	10	0	0	2				160	0	0	1145	2400	0	0	0	0	2	40	4	1	2			1																									1				1										1						1																1													1		1				25			1																																																																																						g	Pretender												3												140			160																																																							
2464	Neter of the Moon	238											1		10000	75	75	1	6	6	95	3	18	30	24	12	12	12	2	3	16				120	0	0	598	1000	2	1	1	1	2	60	3						3																																		1																																																																																												25																	10		2																							g	Pretender												7															120																																																							
2465	Statue of War												1		10000	20	20	1	6	6	135	25	18	30	15	5	0	10	0	0	2				160	0	0	1145	2400	0	0	0	0	2	40	4	1	2			1																									1				1										1						1																1													1		1				25			1																																																																																						g	Pretender												4												140			160																																																							
2466	Kamadhenu	55							148				1		10000	125	125	1	6	6	190	11	18	30	28	8	12	12	3	3	14				120	0	0	530	1000	0	1	0	0	2	80	2						1		1																													1										1																																											1																							1																																	100																											130	g	Pretender												8															120																																																							
2467	Bakemono Chief	377							128				1		10008	8	40	1	2	2	12	0	9	11	11	11	11	10	3	2	10				40	0	0	22	50	2	1	1	1	2																																								1	1															40																																	50																																																																																						134	c	Commander	Recruitment																										40																																																							
2468	Druid	498											1		10010	13	175	1	2	2	10	0	13	12	9	9	9	11	3	1	9				40	0	0	37	50	2	1	1	1	2							1	1				1	100	1	1	11776													1																																																																																																																																																			c	Mage	Recruitment																										40																																																							
2469	Fir Bolg Druid	7							5				1		10013	13	70	1	2	2	13	0	14	11	11	11	13	11	3	2	13				10	0	0	82	150	2	1	1	1	2					1								100	1	1	9728																																																																																																																																																															142	c	Mage	Recruitment																										10																																																							
2470	Hybrid Commander	311	3						9				1		10020	20	50	1	2	2	16	2	13	10	12	11	10	11	3	2	10				60	0	10	77	200	2	1	1	1	2																																														1																																																																																																																																		c	Commander	Recruitment																										40																																																							
2471	Self Proclaimed Prince	351											1		0	0	0	1	2	2	10	0	10	12	10	7	7	10	4	1	12				40	0	0	22	50	2	1	1	1	2																																																																																																																																																																																c	Commander	Event																										40																																																							
2472	Shark Tribe Brigand	32	32	576					188				1		10010	10	45	1	2	2	10	0	11	10	10	10	10	10	3	1	20				40	0	0	22	50	2	1	1	0	2																																													1											40																																							2																																																																																	u	Unit	Event																										40																																																							
2473	Hangadrottning	357	56						49	20	2		1		0	0	0	1	3	2	16	0	18	15	11	15	16	15	4	3	26		1		120	0	0	880	1000	2	1	1	0	2					3				4			2																	1										1										1							65	1																																																																																																																				Sigrdriva			c	Hero	Event																										120																																																			10				
2474	White Wolf	20											1		0	0	0	1	2	2	23	7	5	13	15	13	11	5	2	3	28				40	0	0	8	14	0	0	0	0	2																																					1			1	1															40														1																15			50																																																																																							c	Hero	Event																										40																																																							
2475	Standard	8	21						9	126	4		1		10030	30	60	1	2	2	12	0	10	12	11	11	11	11	3	3	12				40	0	0	22	50	2	1	1	1	2																																																																									1																																																																																																							u	Unit	Recruitment																										40																																																							
2476	Naga Chief	595	141	10	239				1				1		10020	20	65	1	3	3	18	5	13	12	13	11	13	10	4	2	10				40	0	10	114	300	2	1	1	0	2																													1						1			1					1			1																																									10		75																																																																																							c	Commander	Recruitment																										40																																																							
2477	Ghoul Commander	508							91	20			1		100	100	100	1	2	2	18	0	13	18	14	12	11	10	0	2	10				40	80	0	187	500	2	1	1	1	2																																	1																																			1																			25																																																										2																															c	Commander	Recruitment																										40																																																							
2478	Satyr Sniper	25	55						9	123			1		10012	12	40	1	2	2	14	1	12	9	11	10	12	12	3	2	14				40	0	0	37	90	2	1	1	1	2																																								1																								1																																																																																																															109	u	Unit	Recruitment																										40																																																							
2479	Centaur Sage	7	55										1		10025	25	90	1	3	2	23	3	16	13	14	11	14	13	3	3	30				10	0	0	64	90	2	1	1	0	2								1					100	1	1	9984																								1																								1																																																																																							2																								109	c	Mage	Recruitment																										10																																																							
2480	Dryad Hag	7	55										1		10025		260	1	2	2	11	0	17	10	10	10	12	10	3	3	15				10	40	0	176	90	2	1	1	1	2									1	2		2	100	1	1	5632	10	1	1	5632									1										1	1																60								1																																																																																																																c	Mage	Recruitment																										10																																																							
2481	Ettin King	593	593						44				1		0	0	0	1	5	5	62	6	14	14	23	13	8	11	3	3	16	6			10	0	0	22	50	2	2	1	1	2																																								1	1																													1																																																																														-3																									Nog			c	Hero	Event																		63								10																															4																								
2482	Troglodyte Slave	33											1	5	10050	50	80	1	4	4	37	7	8	12	23	12	9	5	2	2	16				40	0	0	26	60	2	0	1	1	2																																					1																																			1																	100																										1																																																												113	u	Unit	Recruitment																										40																																																							
2483	Troglodyte Trainer	40	6						8	20			1		10030	30	45	1	2	2	12	0	10	12	11	11	11	8	3	2	12	2			20	0	0	22	50	2	1	1	1	2																																																																											2	2													50																																																																																						104	c	Commander	Recruitment																										10																																																							
2484	Longdead Giant	234							33	20	168		1		0	0	0	1	4	4	15	0	10	50	20	11	9	5	0	3	12				40	10	0	187	500	2	1	1	1	2																																1	1														1																				1	1															1			15	25																																																																																									u	Unit	Battle Summon																										40																																																							
2485	Satyr Commander	1							44	2			1		10009	9	40	1	2	2	16	1	13	12	11	12	14	10	3	2	14				40	0	0	37	90	2	1	1	1	2																																								1																40								1																																																																																																																c	Commander	Recruitment																										40																																																							
2486	Benjaminite Commander	645	645	22					5	162			1		10010	10	40	1	2	2	12	0	10	12	10	12	12	12	3	2	12	2			40	0	0	22	50	2	1	1	1	2																																										1																																																																																																					5																																148	c	Commander	Recruitment																										40																																																							
2487	Dryad Mother	7	55										1		9995		270	1	2	2	11	0	17	10	10	10	12	10	3	3	15				40	0	0	93	90	2	1	1	1	2						1				2		2	100	1	1	1536	10	1	1	9728									1										1	1																65					9			1												2																5																																																																1																				c	Mage	Recruitment																										40																																																							
2488	Centaur Chariot	357	55						103	119	2		1		50	50	50	10	4	3	20	3	13	8	10	9	12	12	5	3	22	6			40	0	0	37	90	2	1	1	0	2																																																																1								1																																											1																																																													u	Unit	Magic site																										40																																																							
2489	Ancient Wet One	373							151	152			1		10028	45	80	1	4	4	42	3	13	11	18	9	9	7	4	2	14				40	0	0	275	400	2	1	1	1	2																													1									1								1																						1																					100																																																									5																							2490							u	Unit	Recruitment																										40																															1																								
2490	Ancient Wet One	671							151	152			1		10028	45	80	1	4	4	42	3	13	11	18	10	10	7	4	2	14				40	0	0	275	400	2	1	1	1	2																													1									1								1																						1																					100																																																									5																						2489								u	Unit	Recruitment																										40																															1																								
2491	Engraver	13											1		10009	13	70	1	3	3	18	2	14	10	12	8	8	7	3	2	10				0	0	0	110	400	2	1	1	1	2							1																						1									1								1																						1																					100																																																									2					2																									c	Mage	Recruitment																										0																															1																								
2492	Great Olm	311	597										1		10040	50	90	1	3	3	28	5	14	12	11	8	8	12	4	2	7				40	0	10	165	1000	2	0	0	0	2																													1																	1																						1																		5	15			1																																																																																					153	u	Unit	Recruitment																										40																																																							
2493	Olm Sage	86	597										1		10010	13	175	1	3	3	28	5	16	12	11	8	8	12	4	2	7				40	0	40	275	1000	2	0	0	0	2						2	1																						1																	1																						1																		5	15			1																																												5																																									153	c	Mage	Recruitment																										40																																																							
2494	Member of the Closed Council	238											2		0	0	0	1	4	4	45	3	18	13	18	8	8	7	5	2	14				40	0	10	440	750	2	1	1	1	2						1	4			2		3																	1									1								1																						1																					100																																													10												5																											Moss Agate			c	Hero	Event																										40																															1																				10				
2495	Member of the Closed Council	238											2		0	0	0	1	4	4	45	3	18	13	18	8	8	7	5	2	14				40	0	10	550	750	2	1	1	1	2						2	4		2			3																	1									1								1																						1																					100																																													15												5																											Lapis	Horror Mark		c	Hero	Event																										40																															1																				10				
2496	Member of the Closed Council	238											2		0	0	0	1	4	4	45	3	18	13	18	8	8	7	5	2	14				40	0	10	550	750	2	1	1	1	2							4		3			3																	1									1								1																						1																					100																																													15												5																											Obsidian Eye			c	Hero	Event																										40																															1																				10				
2497	Penumbral	63											1		0	0	0	1	3	3	30	0	14	18	15	10	10	8	0	3	12				40	10	0	370	1000	2	1	1	1	2																																	1													1										40												1																		15	25																									1																																																																u	Unit	Summon																										40																																																							
2498	God Vessel	299											1		0	0	0	1	6	6	180	4	22	30	24	13	12	9	0	3	14				40	120	0	919	500	2	1	1	1	2								5	7				100	1	4	1920																	1													1																						1																		15	25							10																																																								500																2501										c	Mage	Summon																										40																														-1																									
2499	God Vessel	120											1		0	0	0	1	6	6	170	5	22	30	22	15	15	11	0	3	14				40	120	0	919	500	2	1	1	1	2								7	5				100	1	4	1920																	1						1							1																						1																		15	25							10																																																								1000																2501										c	Mage	Summon																										40																														-1																									
2500	God Vessel	231	243										1		0	0	0	1	5	5	182	9	22	30	26	12	11	6	0	3	12				40	120	0	919	500	2	1	1	1	2								5	5				100	2	3	1920																	1													1																						1																		15	25							10																																																								1500																2501										c	Mage	Summon																										40																														-1	3																								
2501	Legion of Gods	364	269	270									1		0	0	0	1	6	6	55	0	22	30	20	20	22	15	0	10	10				40	0	10	4701	10000	0	0	0	0	2			2					5	5				100	1	5	1920																			1											1				1	1																	1																				20	100					20						1												1	1									1																											20	1000																										c	Mage	Special																										40																															22																								
2502	Earth made Flesh	92											1		10000	100	100	1	6	6	220	5	18	30	26	8	8	7	2	2	16			4	120	0	10	1034	2000	2	1	1	1	2	60	3				1	3																															1	1							1																						1																					100																																																									25																													154	g	Pretender																											120																															1																								
2503	Golden Pillar												1		10000	40	40	1	6	6	75	25	18	30	15	5	0	5	0	0	2				120	0	0	1112	2400	0	0	0	0	1	40	4	1				3																									1														1						1																1													1	1	1	15	15	15	25			1																																												33																																									153	g	Pretender																											120																																																							
2504	Zotz	288											1		10008	8	1	1	2	1	7	0	11	9	7	11	11	5	3	2	10				40	0	10	40	100	2	1	1	1	2																																						1		1									1							40																																		1																																																						-1										1																					157	u	Unit	Recruitment																										40																																																							
2505	Camazotz	92											1		10027	30		1	2	1	7	0	13	9	7	11	11	5	3	2	10				40	10	40	56	100	2	1	1	1	2									1				10	1	1	17664																						1		1									1							40																																		1																																																						-1							-4			1																					157	c	Mage	Recruitment																										40																																																							
2506	Ancient Lord	18							7	20			1		10028	45		1	4	4	44	3	13	14	19	11	10	7	4	2	14				80	0	0	275	400	2	1	1	1	2																													1									1								1																						1						1															100																																																									5																														c	Commander	Recruitment																										80																															1																								
2507	Defender of the Halls	6							12	20	3		1		10013	14		1	3	3	20	2	12	12	13	9	9	7	3	1	10				40	0	0	82	400	2	1	1	1	2																																						1									1																					1																					100																																																								1	2																														u	Unit	Recruitment																										40																															1																								
2508	Shard Guard	598							12	135	1		1		10035	45		1	3	3	28	5	14	13	14	10	10	9	3	2	7				80	0	40	165	400	2	1	1	0	2																													1																	1																						1																		5	15		100																																																									2																														u	Unit	Recruitment																										80																															1																								
2509	Shard Wight	598							136	135			1		0	0	0	1	3	3	35	5	15	17	17	11	11	7	0	3	10				10	10	0	187	500	2	1	1	1	2																																	1													1																						1																		25	25									3																																																																																u	Unit	Summon																										10																															1																								
