id	name	school	researchlevel	path1	pathlevel1	path2	pathlevel2	effect_record_id	effects_count	precision	fatiguecost	gemcost	next_spell	description	test
838	Ziz	4	6	5	3	1	2	1456	1	0	0	5	0	The Ziz is a dead, rotting Great Eagle given false life by a necromancer. The beast is possessed by a spirit from the Underworld. It is enchanted with Air magic and can fly even during storms and it is surrounded by an icy wind that freezes the flesh of those nearby.	
839	Relief	4	6	6	5	-1	0	1457	1	0	0	1	0	This battle enchantment reduces the fatigue of all friendly units on the battlefield. It lasts until the battle ends or the caster is killed.	
840	Dome of Flaming Death	4	7	0	4	-1	0	1458	1	0	0	8	0	An invisible web of Fire magic is created over the entire province where this spell is cast.  Any enemy spells cast into the protected province will trigger the deadly trap.  A powerful blast of fire will find its way to the enemy mage and burn him to cinders. The more magic gems put into the spell, the longer the dome lasts. If the mage who cast the dome dies, the dome dissolves instantly. The dome does not stop enemy spells that pass through it, but it may stop the enemy mage from ever casting spells again.	
841	Mass Flight	4	7	1	4	-1	0	1459	1	0	0	2	0	The caster grants every friendly soldier on the battlefield the ability to fly.	
842	Ghost Ship Armada	4	7	2	4	5	3	1460	1	0	0	60	0	This spell will awaken the dead Admiral Torgrin and make him fight for your cause. The Admiral will attack random coastal provinces controlled by your enemies. The enchantment lasts until it is dispelled, the caster dies, or the Admiral and his armada are defeated.  If the Admiral is not completely defeated, the entire armada will be renewed for the next battle.	
843	Earth Blood Deep Well	4	7	3	6	-1	0	1461	1	0	0	80	0	A well, deeper than any other, is created. This well does not bring water, but rather blood from the Earth itself. This Earth Blood is then made into magical Earth gems that can be used for magic rituals. This global enchantment lasts until it is dispelled or the caster dies.	
844	Solar Brilliance	4	7	4	5	-1	0	1462	1	0	0	5	0	The sun starts to shine with a brilliance that destroys the retinas of all soldiers on the battlefield and burns all undead and demonic units to cinders.	
845	Stellar Focus	4	7	4	5	-1	0	1463	1	0	0	30	0	This spell focuses the light of the night sky into a crystal sphere. The light in the sphere is so intense and pure that pearls will start to grow from it. The light is powerful enough to produce five Astral pearls per turn. The spell lasts until someone dispels it or the caster dies.	
846	Carrion Reanimation	4	7	5	3	-1	0	1464	100	0	0	10	0	During a dark and stormy night, the unburied dead stir as the necromancer unleashes the vast powers of his art. Up to one hundred unburied bodies in a province controlled by the caster will be reanimated as Soulless.	
847	Life after Death	4	7	5	4	-1	0	1465	1	0	0	4	0	This spell gives all friendly units a second chance to live. An affected unit that dies will rise again as a soulless being and continue to fight. Undead units are not affected by this spell.	
848	Ritual of Rebirth	4	7	5	4	-1	0	1466	1	0	0	15	0	The caster of this spell revives a previously slain hero via the ancient Ritual of Rebirth. The ritual mummifies the dead hero before bringing him or her back to life. Only great heroes from the Hall of Fame can be resurrected by this ritual. The ritual can be performed multiple times on a single hero. Lifeless or undead beings are not affected by this spell	
849	Leviathan	4	7	5	3	2	1	1467	1	0	0	12	0	The Leviathan is a dead, rotting Asp Turtle given false life by a necromancer. The beast is possessed by a spirit from the Underworld. It can only be created in the sea, but it can crawl up on dry land.	
850	Serpent's Blessing	4	7	6	4	-1	0	1468	1	0	0	1	0	This spell makes all friendly units on the battlefield resistant to natural poisons.	
851	Awaken Treelord	4	7	6	5	-1	0	1469	1	0	0	35	0	The Treelords are ancient living trees that were once vibrant and very powerful. Now they are dormant, becoming slower in mind and body with every passing year. These decaying Treelords can be reawakened by the use of Nature magic. A reawakened Treelord will serve its awakener until it dies. Treelords have very long lifespans.	
852	Forest Dome	4	6	6	5	-1	0	1470	1	0	0	10	0	Vegetation will grow into a dome that covers the entire province where the spell is cast. The dome will protect the province from many spells that originate outside the warded province.  If left undisturbed, the forest dome will last forever.  However, if a Fire spell is absorbed by the dome, it may catch fire and be destroyed.  If the caster dies, the dome will wither and die.  The dome has a 30 percent chance of stopping each spell that passes through it.	
853	Fire Fend	4	8	0	4	-1	0	1471	1	0	0	1	0	This spell protects the entire army highly from fire and flames. It also reduces the heat effect from hot creatures, such as Abysians and Salamanders.	
854	Frost Fend	4	8	2	4	-1	0	1472	1	0	0	1	0	This spell protects the entire army from cold. It also reduces the chill effect caused by some undead beings.	
855	Thunder Fend	4	8	1	4	-1	0	1473	1	0	0	1	0	This spell protects the entire army from damage and stun effects caused by lightning and thunder.	
856	Mists of Deception	4	8	1	6	-1	0	1474	1	0	0	2	0	This powerful enchantment creates a magic mist on the battlefield. From this mist, phantasmal soldiers and beings will emerge to battle nearby enemies. More phantasms will appear if the caster is very powerful. The mist will limit sight and the range of all spells and missiles.	
857	Wrath of the Sea	4	8	2	5	-1	0	1475	1	0	0	70	0	The sea will rise and flood all coastal provinces. Provinces that are struck by the flood will have their income reduced. The enchantment lasts until someone dispels it or the caster dies.	
858	Lichcraft	4	8	5	5	-1	0	1476	1	0	0	30	0	With knowledge of this ritual, the Death mage has discovered how to remove the viscera of another necromancer, making him immortal. The casting mage performs the ritual of Lichcraft on a willing necromancer in return for his eternal servitude.  The subject is then transformed into an immortal being of great magical power known as a Lich. By removing the viscera of the target and hiding it, the caster can ensure the immortality and loyalty of the subject. Should the body of the Lich be physically destroyed, a new one is formed from the dust of dead humans.	
859	Unraveling	4	8	4	6	-1	0	1477	1	0	0	6	40	The caster unravels the enchantments that bind magic beings together. All magic beings on the battlefield, including your own, start to fall apart and dissolve. Mages may lose their minds and spell casting abilities.	
860	Mass Regeneration	4	8	6	4	-1	0	1478	1	0	0	2	0	Gives regenerative powers to all friendly units on the entire battlefield.  Does not work on lifeless targets.	
861	Haunted Forest	4	8	6	5	5	1	1479	1	0	0	60	0	Vines will merge with anyone killed in the God's Dominion, creating an undead Manikin. The Manikin will fight any enemies of the God for a short while before it is totally dissolved by the vines. Undead or lifeless beings are not affected by the spell. The enchantment lasts until someone dispels it or the caster dies.	
862	Thetis' Blessing	4	9	2	5	-1	0	1480	1	0	0	50	0	Allows all troops in the world to enter the sea. The enchantment lasts until someone dispels it or the caster dies.	
863	Demon Cleansing	4	9	2	5	-1	0	1481	1	0	0	1	0	This spell is the bane of demons. When this enchantment is active, all demons will take double damage from all attacks.	
864	Arcane Nexus	4	9	4	8	-1	0	1482	1	0	0	150	0	This mighty enchantment absorbs magical energies worldwide to replenish the caster's magical resources. Half of all magic gems used to cast spells and to create magic items will be absorbed into the Arcane Nexus and collected by the owner of the enchantment. The purity of Astral and Blood magic makes it impossible for the Nexus to absorb any magic when these types of spells are cast, but all other types of magic will have some of their power absorbed by the Nexus. Even when no spells are cast or no items are forged, the Nexus will absorb some ambient magic energy from the world. The spell lasts until someone dispels it or the caster dies.	
865	Fields of the Dead	4	9	5	5	3	2	1483	1	0	0	1	0	The necromancer releases the powers of the underworld and reanimates bodies and bones across the entire battlefield. Ever more walking dead will emerge from the ground. Recently killed soldiers might reawaken and do battle against their former friends.	
866	Army of the Dead	4	9	5	5	-1	0	1484	5015	0	0	10	46	Animates an entire army of skeletal Longdead Warriors in a distant province. Up to twenty Soulless will join the attack if there are unburied bodies present. The necromancer casting the spell controls the dead.	
867	Gaia's Blessing	4	9	6	5	3	2	1485	1	0	0	3	0	This powerful enchantment protects an entire army from the power of the elements. The units become resistant to flames, frost, lightning and poison.	
868	Gift of Nature's Bounty	4	9	6	7	-1	0	1486	1	0	0	70	0	All life in the God's Dominion is blessed. Grain grows more quickly, the mustard tastes better, the ducks are fatter and all living creatures mate and give birth to young. The income of lands under the God's Dominion is greatly increased. The enchantment lasts until someone dispels it or the caster dies.	
869	Desiccation	5	1	2	2	-1	0	1487	1	100	20	0	0	This spell will affect a small number of targets with severe dehydration. The dehydrated targets will become more and more exhausted and may eventually lose consciousness. The duration of the dehydration depends on the magic resistance of the targets. Undead beings and constructs are not affected by this spell.	
870	Farstrike	5	1	3	2	4	1	1488	1	5	5	0	0	The caster opens a rift in space and strikes through it with a fist as hard as steel. The strength of the caster adds to the damage of the spell.	
871	Blink	5	1	4	1	-1	0	1489	1	0	10	0	0	The caster creates an instability in space that transports him to another position on the battlefield.	
872	Communion Master	5	1	4	1	-1	0	1490	1	0	20	0	0	The mage who has cast this spell can use the magic power of the mages who have cast Communion Slave. The fatigue that comes from casting spells will be distributed among all communion members and the communion master will also be able to cast more powerful spells than he could alone. While in communion, all spells that only affect the caster will also affect all the communion slaves. A communion with two communion slaves will grant all masters one extra level in all their paths, four slaves will grant two levels, eight slaves will grant three levels, and so on.	
873	Communion Slave	5	1	4	1	-1	0	1491	1	0	20	0	0	The caster opens his mind to allow other mages to guide his magic power. Mages who want to take advantage of the communion must cast the spell Communion Master (or carry an appropriate magic item). Being a communion slave can be dangerous if there are multiple communion masters or if the master is more skilled than the slave. The communion master can continue to drain energy from the communion slaves even if they become unconscious. This can be fatal.	
874	Horror Mark	5	1	4	2	-1	0	1492	1	100	20	0	0	The Horror Mark is an astral beacon only perceivable by Horrors. Horrors, powerful astral beings, primarily attack marked people. This spell is the only way to direct Horrors and avoid disaster should one be summoned.	
875	Dust to Dust	5	1	5	1	-1	0	1493	1	0	20	0	0	The mage destroys undead beings by unraveling the magic that holds them together. The spell affects all undead in a small area. Neither magic resistance nor armor offers any protection from this spell.	
876	Decay	5	1	5	1	-1	0	1494	1	3	20	0	0	This spell makes the victim age, wither and die at an incredibly fast rate. Victims with good magic resistance and many years left to live might be able to survive the effects of this spell.	
877	Frighten	5	1	5	1	-1	0	1495	1	5	5	0	0	The spell fills the targeted unit with fear.	
878	Fascination	5	1	6	1	-1	0	1496	1	100	20	0	0	The caster tries to project images and scents in an enemy's consciousness. Should it succeed the enemy will be distracted for a short while and hopefully enable someone to strike the enemy down.	
879	Seven Year Fever	5	1	6	1	0	1	1497	1	2	30	0	0	The caster curses some targets with a horrible fever that never ends. The victims will not be severely affected during combat, but their wounds will never heal and the victim will slowly die in the following years.	
880	Curse	5	1	6	1	4	1	1498	1	100	30	0	0	The mage curses the target with bad luck. The spell has long range and always hits the chosen target. There is no protection against being cursed and it can never be removed.	
881	Bonds of Fire	5	2	0	1	-1	0	1499	1	3	20	0	0	Shackles of fire will trap the victim of this spell. If the victim tries to escape, the shackles become exceedingly hot. Otherwise, the heat stays bearable. A high morale is required to fight the heat and escape. Trying to escape may very well kill a weaker man.	
882	Steal Breath	5	2	1	1	-1	0	1500	1	5	20	0	0	The victim of this spell will have his breath stolen from him. Recovering the breath will require quite a effort and the leave the victim exhausted.	
883	Scrying Pool	5	2	2	2	-1	0	1501	1	0	0	2	0	The mage will enchant a pool of water to provide images of a province far away. The more magic gems spent on the scrying pool, the longer it will last. The information gained by scrying is much more accurate than a normal scout can provide.	
884	Returning	5	2	4	2	-1	0	1502	1	0	0	2	0	The caster creates a rift in space that sucks him through, sweeping him back to the home citadel. It is a very fast and very dangerous way of teleporting. If the caster is unlucky he might get lost in time and might return later, not all all or completely insane. The spell will not work on other planes or if the home citadel is controlled by the enemy.	
885	Mind Burn	5	2	4	2	-1	0	1503	1	100	20	0	0	The caster tries to overload the mind of the target. If successful, the target experiences overwhelming pain as his mind is damaged. The spell is very accurate and always finds its intended target.	
886	Berserkers	5	2	6	2	-1	0	1504	1	0	20	0	0	The caster forces some soldiers to enter a state of berserker fury. Berserkers never rout and get increased fighting skills, but do not care much for their own safety.	
887	Sleep	5	2	6	2	-1	0	1505	1	4	20	0	0	The target is made unnaturally tired by this enchantment.	
888	Rage	5	3	0	2	-1	0	1506	1	100	20	0	0	The spell fills the heart of a man with furious anger. The raging unit will attack anything nearby, even friends.	
889	Augury	5	3	0	2	-1	0	1507	1	0	0	2	0	The caster pours oil on a pile of soil from a distant province and sets it ablaze. The flickering flames will reveal all hidden sites of fiery power in the province.	
890	Sailors' Death	5	3	2	3	-1	0	1508	1	1	20	0	0	The lungs of a small number of targets are filled with water. Any target that cannot breathe water will take severe damage.	
891	Iron Will	5	3	3	1	-1	0	1509	1	100	20	0	0	The caster strengthens the minds of some soldiers. Their ability to resist magic is increased for the duration of the battle. This spell cannot be cast on mindless beings.	
892	Astral Window	5	3	4	2	-1	0	1510	1	0	0	3	0	The caster opens an arcane rift through which he can observe distant lands. The rift closes after a while, but the duration can be prolonged if extra magic gems are used in the casting. Each casting of this ritual allows the mage to scry on one province. The information gained by this spell is much more accurate than a normal scout can provide.	
893	Teleport	5	3	4	3	-1	0	1511	1	0	0	2	0	With this spell, the mage can transport himself to almost any province in the world, only those very very far away are out of range for this ritual.	
894	Haruspex	5	3	6	2	-1	0	1512	1	0	0	2	0	The caster opens the bellies of newly slaughtered animals and observes their livers. The state of the livers reveals distant locations of Nature power.	
895	Panic	5	3	6	2	-1	0	1513	1	1	20	0	0	This spell will cause panic to spread among the enemies.	
896	Prison of Fire	5	4	0	3	-1	0	1514	1	2	30	0	0	This spell works like Bonds of Fire, but it affects a larger number of units.	
897	Auspex	5	4	1	2	-1	0	1515	1	0	0	2	0	The caster listens to the winds and observes the flight of birds.  The winds will carry legends of magical places and ancient storms.  If the winds are correctly interpreted, the caster gains knowledge of sites of Air power in a distant province. This spell cannot be cast at an enemy province.	
898	Curse of the Desert	5	4	2	3	-1	0	1516	1	100	30	0	0	This spell will affect several targets with severe dehydration. The dehydrated targets will become more and more exhausted and may eventually lose consciousness. The duration of the dehydration depends on the magic resistance of the targets. Undead beings and constructs are not affected by this spell.	
899	Gnome Lore	5	4	3	2	-1	0	1517	1	0	0	3	0	The caster bestows the knowledge of the gnomes upon himself and uses it to find places of Earth power. The spell will find all magic Earth sites in a friendly province of the caster's choice.	
900	Paralyze	5	4	4	2	-1	0	1518	1	100	20	0	0	The caster overloads the target's mind and effectively paralyzes the target for a very long time.	
901	Vengeance of the Dead	5	4	4	3	5	1	1519	1	0	0	3	0	The mage will contact the dead souls of all the people or creatures that the target has slain. These dead souls will then be guided to the dreams of the target, where they can attack him in a horrible nightmare. The mage will ensure that the target is pulled strongly into the nightmare, so that he stays dead if the dead souls are successful in killing him. This spell does not work on mindless or undead beings and the target must have slain units in combat for the spell to work. One province is chosen for the spell and the greatest butcher in that province will be targeted for the nightmare.	
902	Terror	5	4	5	3	-1	0	1520	1	1	10	0	0	A connection is created between living soldiers and the dead harrowed in the Netherworld. The targets are overwhelmed by fear and despair. Friendly troops are not exempt from the effect, should they stand in the way.	
903	Touch of Madness	5	4	6	1	-1	0	1521	1	0	30	0	0	A small group of soldiers are forced to go berserk. Berserkers never rout, get increased fighting skills, but do not care much for their own safety.	
904	Rage of the Cornered Rat	5	4	6	2	-1	0	1522	1	0	20	0	0	A group of animals are provoked into a berserker rage.	
905	Wildness	5	4	6	3	-1	0	1523	1	3	20	0	0	Animals in the enemy army become wild, unpredictable and difficult to control.	
906	Gift of Reason	5	4	6	4	-1	0	1524	1	0	0	20	0	This gift grants commander status and a sharp intellect to any one being. The target unit must be in the same province as the caster. Mindless units cannot be affected by the spell.	
907	Raging Hearts	5	5	0	4	-1	0	1525	1	0	0	10	0	Fury will start to grow in the hearts of all people in an entire province.  Those affected will soon start to kill and plunder their fellow citizens.  A mage can target any province of his choice and those affected will not know who has cast this spell on them.	
908	Confusion	5	5	1	3	-1	0	1526	1	3	10	0	0	The spell will confuse the minds of a group of soldiers. The confused units can easily attack friends instead of enemies.	
909	Soul Slay	5	5	4	3	-1	0	1527	1	100	20	0	0	The caster attempts to rip the target's mind from his body. If successful, the spell will slay the target.	
910	Telestic Animation	5	5	4	3	-1	0	1528	1	0	0	5	0	The mage crafts a statue and places a golden plate inscribed with divine names within its head. The statue is thus animated by divine power and will speak the will of the Pretender God. The statue is imbued with great priestly powers, but is immobile.	
911	Gateway	5	5	4	4	-1	0	1529	1	0	0	10	0	The caster creates a rift in the fabric of space, allowing him to step through with all troops under his command and enter a distant laboratory that has been prepared for the gateway. The gateway can only lead to a lab controlled by the same nation, and it closes as soon as the troops have passed through.	
912	Leeching Darkness	5	5	5	3	-1	0	1530	1	1	20	0	0	A deadly cloud of darkness will form upon the battlefield. Anyone standing in the cloud will be weakened and wounded. The cloud will remain on the battlefield for some time before dissolving.	
913	Burden of Time	5	5	5	5	-1	0	1531	1	0	0	70	0	This evil enchantment will make everyone in the world age at a highly accelerated rate. Unrest will increase in the entire world and soldiers will soon become crippled and useless. While this enchantment is active, the world will become more and more desolate until everyone dies. The spell lasts until someone dispels it or the caster dies.	
914	Control the Dead	5	5	5	2	-1	0	1532	1	0	20	0	0	The caster takes control over some undead beings. Powerful undead will be able to resist the necromancer.	
915	Charm Animal	5	5	6	2	-1	0	1533	1	100	20	0	0	An animal is charmed by the mage.	
916	The Ravenous Swarm	5	5	6	3	-1	0	1534	1	0	0	1	0	This spell is sometimes used by nature mages to combat the undead. It is part of the natural order that the living finds sustenance from the dead, and with this spell the nature mage utilizes that and imbues a swarm of bugs with frenzied power and appetite to devour the walking dead. The swarm will consume the undead one after each other until the battle ends. Should the swarm fail to locate the dead it will start to eat the living instead.	
917	Growing Fury	5	5	6	4	-1	0	1535	1	0	0	1	0	A growing fury will affect all friendly units on the battlefield. They will find themselves becoming more and more ferocious and will go berserk at the slightest provocation, even if they are not usually able to do so.	
918	Melancholia	5	6	3	5	-1	0	1536	1	0	0	20	0	The caster curses a province with melancholia. The populace becomes depressed, cynical and listless. Peasants don't care about harvesting and let their livestock wander. Craftsmen only work when they feel like it and soldiers tend to desert unless whipped into obedience. Even the temples are left untended. The scale of production is set to Sloth 3 and there is a chance, depending on magic resistance and morale, that soldiers will desert. The Dominion of the local god might decrease.	
919	Enslave Mind	5	6	4	4	-1	0	1537	1	100	20	0	0	The caster enslaves the body and mind of one target. The victim loses his will, along with his ability to command and cast magic.  All the Pretender Gods are immune to this spell.	
920	Imprint Souls	5	6	4	4	-1	0	1538	1	-1	0	25	0	The people of a small village in a remote province will have their minds gradually broken down. When they are entirely lobotomized, their minds will be imprinted with religious zeal towards the rightful Pretender God. When the conversion is complete, they will attack the province in an attempt to conquer it and serve their God to the best of their abilities. This is a very dangerous process, many people die and most of the survivors are not fully restored with the proper religious zeal. A skillful mage and extra penetration skill from magic items will help in successful conversion of the villagers.	
921	Wither Bones	5	6	5	3	-1	0	1539	1	-1	50	0	0	This spell is the nightmare of necromancers. The spell destroys undead beings by unraveling the magic that holds them together. The spell affects all undead in a large area. Neither magic resistance nor armor offer protection from this spell.	
922	Leprosy	5	6	5	5	-1	0	1540	1	-1	0	10	0	The mage conjures forth a wasting disease upon an enemy army in a distant province. Diseased targets will never regain any lost hit points and will take damage every season they are alive. Undead and lifeless beings are not affected by this spell.	
923	Foul Air	5	6	5	5	1	1	1541	1	0	0	75	0	The air will become polluted by a deadly disease when this enchantment is cast. Anyone who is wounded will instantly become diseased due to the foul air. This enchantment affects all land provinces in the entire world and will last until dispelled or the caster dies. Unrest will increase worldwide while the enchantment is active.	
924	Beckoning	5	6	6	5	-1	0	1542	5025	0	0	20	0	The caster awakens the forces of the wild, which call out to lure the unwary. Those who fall prey vanish into the woodlands, never to be seen again. The Beckoning will only work in forests and forest beings are immune to the call. The Beckoning targets up to one third of the soldiers in a land, but those who are strong of mind or duty will resist the call. The maximum number of units affected by this spell depends on the level of the caster.	
925	Purgatory	5	7	0	6	-1	0	1543	1	0	0	60	0	Holy fire will strike undead enemy creatures in the God's Dominion. The more powerful the Dominion, the more undead will be killed. This enchantment lasts until someone dispels it or the caster dies.	
926	Dark Skies	5	7	1	5	-1	0	1544	1	0	0	50	0	Black clouds billow forth and cover the lands of your Dominion.  All enemies under your Dominion will perceive the heavens as dark and oppressing. The stronger the Dominion is, the more fearful the skies. The dark skies severely lower the morale of those affected. The enchantment lasts until it is dispelled or the caster dies. The darkness also gives slightly lowered attack and defense skills to units without darkvision.	
927	Vengeful Water	5	7	2	7	-1	0	1545	1	0	0	50	0	Water in friendly dominion will animate and try to kill enemy commanders whenever possible. This will be more effective in provinces with a rich water supply than in dry provinces. This global enchantment will last until someone dispels it.	
928	Divine Name	5	7	4	5	-1	0	1546	1	0	0	25	0	The caster inscribes a divine name on a piece of paper and places it in the head of a mindless being. The being is gifted with an artificial mind and commanding abilities. The caster can also inscribe the name on the forehead of a willing target, increasing his mental faculties and making him a commander.	
929	Vortex of Returning	5	7	4	4	-1	0	1547	1	0	0	3	0	The caster creates a rift in space that carries the entire army back to the home province on astral currents. The same restrictions and dangers as the Returning ritual applies.	
930	Plague	5	7	5	4	-1	0	1548	1	0	0	1	0	With this spell, the mage will bring a magic plague on some victims. The magic plague kills and spreads at an enormous rate. It does not take long to catch the disease from an infected friend, nor does it take long to die once you are infected. Undead beings and demons are not affected by this magic plague.	
931	Charm	5	7	6	3	-1	0	1549	1	100	30	0	0	The victim of a Charm spell will become totally loyal to the caster of the spell. A charmed commander will retain all his special skills and magic items and use them for the benefit of his new master. All Pretender Gods are immune to this spell.	
932	Hydrophobia	5	8	0	2	-1	0	1550	1	100	0	1	0	The spell afflicts enemies with rabies. Affected units becomes rabid will attack anything nearby, even friends. Only living targets can be affected by the disease.	
933	Gale Gate	5	8	1	5	-1	0	1551	1	0	0	60	0	The caster opens a rift in space creating a gate into a realm of storms.  Huge amounts of aerial magic are effectively channeled through this gate, producing twenty Air gems each turn. Not all of the powers of the Gale Gate can be harnessed though. Hurricanes and storms will be randomly unleashed upon provinces not controlled by the caster. The enchantment lasts until it is dispelled or the caster dies.	
934	Lure of the Deep	5	8	2	6	-1	0	1552	1	0	0	70	0	Sirens will start to emerge from the deeps when this powerful enchantment is cast. The Sirens will sing to enemy troops and lure them down to certain death in the deeps. The lure is most persuasive in coastal and sea provinces with strong friendly Dominion.  Inland provinces and provinces within an enemy Dominion are not affected at all.  This global enchantment can only be cast in an underwater laboratory and it will last until someone dispels it or the caster dies.	
935	Soul Drain	5	8	4	5	5	5	1553	1	0	0	5	0	The caster creates a well of unlife on the battlefield and opens a channel between himself and the well. Every soul on the battlefield takes damage as their psychic energies rush from their bodies into the well to heal and reinvigorate the caster.	
936	Stygian Paths	5	8	5	5	-1	0	1554	1	0	0	15	0	All lands are connected to the Underworld and every location in the Underworld corresponds to a location in the lands of the living, but time passes differently in the Underworld. By traveling in the Underworld, great distances can be covered in a short period of time. When this ritual is cast, a gateway into the realm of the dead is opened. The necromancer then leads his followers on dark paths through the Underworld to emerge in a faraway province. The journey, however, is not free from risk: no one is allowed to leave the lands of the dead. Everyone using the Stygian paths risks injury or even death by poisoning, spirit attacks or fates even worse. Stealthy units are less likely to be detected by the guardians of the Underworld.	
937	Black Death	5	8	5	5	-1	0	1555	1	0	0	15	0	The necromancer curses a province with the Black Death. This plague will kill thousands upon thousands of people. The spell is targeted at the general population and will probably not affect the military units in the province.	
938	Call the Worm That Walks	5	8	6	5	-1	0	1556	1	0	0	30	0		
939	Beast Mastery	5	8	6	6	-1	0	1557	1	0	0	4	0	All animals on the battlefield are bound to the will of the caster.	
940	Astral Travel	5	9	4	5	-1	0	1558	1	0	0	25	0	The caster creates a rift in the fabric of space, allowing him to step through with all troops under his command and enter a distant province.	
941	Master Enslave	5	9	4	8	-1	0	1559	1	0	0	8	0	The caster unleashes vast arcane powers, ripping the free will from his foes and turning them into loyal thralls. The thralls will aid the caster until they die. There is no way to break free once enslaved by this spell.	
942	Undead Mastery	5	9	5	7	-1	0	1560	1	0	0	7	0	The caster takes control over all undead beings on the entire battlefield. Powerful undead will be able to resist the spell.	
943	Blood Burst	6	1	7	1	-1	0	1561	1	5	0	2	0	The Blood Burst causes the victims' blood to explode. Neither armor nor magic resistance can protect the targets. The spell demands large quantities of sacrificial blood and will exhaust even the most powerful of mages.	
944	Blood Heal	6	1	7	1	-1	0	1562	1	3	0	1	0	The mage spills the blood of a blood slave and is healed in return. The spell doesn't affect lifeless beings.	
945	Sabbath Master	6	1	7	1	-1	0	1563	1	0	0	1	0	By casting this spell, the mage can take command of a Sabbath and add the power of other mages to his own. This spell is similar to Communion Master and can be used to command a communion.	
946	Sabbath Slave	6	1	7	1	-1	0	1564	1	0	0	1	0	By casting this spell, the mage allows his magic powers to be guided by a Sabbath master. This spell is similar to Communion Slave and can be used to participate in a communion.	
947	Reinvigoration	6	1	7	1	-1	0	1565	1	0	0	1	0	By sacrificing one blood slave, the mage will remove all of his fatigue.	
948	Bind Shadow Imp	6	1	7	1	-1	0	1566	1	0	0	4	0	The caster sacrifices blood slaves to summon and bind imp familiar. The familiar retains most of its free will and can be used as a scout.	
949	Summon Imps	6	1	7	1	-1	0	1567	5	0	0	1	0	The caster summons some Imps to aid him in the battle. Imps are lowly devils summoned from the Inferno with blood sacrifice. Born in infernal fires, they are fire resistant but do not radiate the infernal heat of more powerful devils. Imps can fly.	
950	Bind Fiery Imps	6	1	7	1	0	1	1568	1004	0	0	2	0	The caster sacrifices blood slaves to summon and bind a few fiery imps. Imps are small and weak devils, but this kind is surrounded by hot flames and can throw darts of fire.	
951	Blood Boil	6	1	7	1	0	1	1569	1	3	50	0	0	The spell boils the blood of the chosen victim. This spell uses much power from the Path of Fire and is one of the few Blood magic spells that doesn't require huge amounts of sacrificial blood.	
952	Bowl of Blood	6	2	7	1	-1	0	1570	1	0	0	5	0	The caster fills a bowl with blood, mixes it with soil from a distant land and observes the five signs. The signs will reveal all sites of blood power in that province.	
953	Agony	6	2	7	2	-1	0	1571	1	2	0	1	21	The mage kills one or more blood slaves in an extremely painful way and transfers their pain onto a large number of enemies. Being struck by this pain is unbearable and has a truly devastating effect on morale. Undead units are not affected by this spell.	
954	Banish Demon	6	2	7	1	-1	0	1572	1	100	0	1	0	The caster banishes one demon back to Hell.	
955	Bind Spine Devil	6	2	7	2	-1	0	1573	1	0	0	3	0	The caster sacrifices several blood slaves to contact and bind a Spine Devil. Spine Devils are spine-covered, wingless demons that fight with two venomous claws. The spines covering their bodies are poisonous and anyone attacking them with short weapons may get poisoned.	
956	Bind Fiend	6	2	7	2	-1	0	1574	1	-2	0	5	0	The caster sacrifices several blood slaves to contact and bind a Fiend of Darkness. Fiends of Darkness are coal-black demons summoned from the Abyss. They fight with venomous claws and have bat-like wings. Fiends of Darkness are able to hide in the night and are stealthy.	
957	Bind Bone Fiends	6	2	7	1	5	1	1575	1004	0	0	3	0	The caster sacrifices several blood slaves to summon and bind several Bone Fiends from the realms of the dead. Bone Fiends are strange skeletal demons believed to be the remains of dead Devils.	
958	Hell Power	6	2	7	3	-1	0	1576	1	0	0	3	4	By sacrificing a large number of blood slaves, the caster attracts attention from the Netherworld. Fiends from beyond grant the caster tremendous physical and magical power (magic bonus: 2) for one battle. The price for this power is unwanted attention from other Horrors. For every minute the battle lasts, there is a chance that a Horror will materialize in the vicinity of the caster.	
959	Leeching Touch	6	3	7	1	-1	0	1577	1	0	20	0	0	The mage tries to touch a target and will drain some of the target's life force if successful. The life force drained will be used to heal and reinvigorate the mage.	
960	Pain Transfer	6	3	7	2	-1	0	1578	1	0	20	0	0	Wounds taken by the mage will be transferred to blood slaves in the vicinity.	
961	Infernal Circle	6	3	7	5	-1	0	1579	1	0	0	5	0	The caster creates a circle with infernal symbols drawn in the blood of virgins. Blood rituals cast from the circle with have their range increased. The circle will dissipate eventually, but the more blood slaves used for the circle, the longer it will last.	
962	Bind Devil	6	3	7	2	0	2	1580	1	0	0	7	0	The caster sacrifices several blood slaves to contact and bind a Devil.  Devils are infernal beings of great strength. They are born in the fires of the Inferno and are impervious to heat and flame. Their glowing bodies radiate heat and bat-like wings grow from their shoulders. Devils are armed with a trident and their barbed tails can sting opponents in close combat.	
963	Bind Frost Fiend	6	3	7	2	2	2	1581	1	0	0	6	0	The caster sacrifices several blood slaves to contact and bind a Frost Fiend. Frost Fiends are devils from Kokytos, the icy realms of the Inferno. In the constant wars of their native plane, the Frost Fiends are feared by all fiery devils. Frost Fiends wear robes of woven ice and are constantly surrounded by an icy wind. They wield ice rods and can unleash blasts of infernal cold upon their enemies.	
